"Time","PM2_5 {DeviceID=""AirSENCE-0322068B40233"", name=""Pollutant""}","PM2_5 {DeviceID=""AirSENCE-032206C140232"", name=""Pollutant""}","PM2_5 {DeviceID=""AirSENCE-0322223F40230"", name=""Pollutant""}","PM2_5 {DeviceID=""AirSENCE-032223EF40231"", name=""Pollutant""}","PM2_5 {DeviceID=""AirSENCE-1021BFD040215"", name=""Pollutant""}","PM2_5 {DeviceID=""AirSENCE-1021C46E40217"", name=""Pollutant""}","PM2_5 {DeviceID=""AirSENCE-1021C53740216"", name=""Pollutant""}","PM2_5 {DeviceID=""AirSENCE-1021C65A40214"", name=""Pollutant""}","PM2_5 {DeviceID=""AirSENCE-1021C6C640218"", name=""Pollutant""}","PM2_5 {DeviceID=""AirSENCE-1021C73840220"", name=""Pollutant""}"
2022-11-03 01:00:00,23.8,43.4,24.9,23.7,36.1,34.5,43.0,37.9,34.0,38.1
2022-11-03 02:00:00,25.7,47.3,26.2,25.2,39.4,36.9,46.0,41.1,35.5,39.9
2022-11-03 03:00:00,25.3,46.5,26.2,25.0,40.0,37.3,46.8,42.0,36.6,41.5
2022-11-03 04:00:00,23.2,42.5,24.1,23.2,39.2,35.9,44.7,41.1,35.5,39.2
2022-11-03 05:00:00,27.1,49.1,27.6,26.2,43.6,39.0,49.9,45.4,38.7,42.1
2022-11-03 06:00:00,25.9,45.5,25.3,23.7,37.2,34.5,43.6,39.0,33.5,37.2
2022-11-03 07:00:00,22.4,39.4,21.9,21.0,33.5,31.0,39.2,35.3,30.6,33.0
2022-11-03 08:00:00,22.2,39.2,22.0,20.7,32.9,30.0,37.8,34.2,29.7,32.4
2022-11-03 09:00:00,22.6,39.8,21.7,20.8,33.5,31.0,39.1,35.1,30.1,33.4
2022-11-03 10:00:00,24.3,43.7,23.1,22.7,36.1,34.2,42.6,38.0,32.8,36.9
2022-11-03 11:00:00,26.0,47.3,25.6,25.0,39.9,37.7,47.2,41.8,35.8,40.2
2022-11-03 12:00:00,26.9,48.0,26.0,25.4,39.9,37.1,47.1,41.5,36.0,40.4
2022-11-03 13:00:00,21.8,38.7,20.0,20.0,32.5,30.2,38.7,33.2,28.8,32.1
2022-11-03 14:00:00,22.9,41.1,22.3,21.6,34.2,32.3,41.2,35.2,31.3,35.2
2022-11-03 15:00:00,25.7,45.9,25.2,24.6,38.1,35.9,45.7,39.6,35.3,39.6
2022-11-03 16:00:00,28.9,51.1,28.2,27.8,44.9,40.3,52.0,45.9,40.3,44.4
2022-11-03 17:00:00,29.8,52.9,28.8,27.8,45.6,41.2,53.0,46.2,40.6,44.4
2022-11-03 18:00:00,27.8,50.9,27.7,25.5,39.0,38.9,49.7,42.3,37.3,41.4
2022-11-03 19:00:00,28.2,52.2,28.7,27.4,41.7,40.1,52.1,42.9,37.6,42.6
2022-11-03 20:00:00,31.2,58.2,33.0,32.0,47.9,43.9,56.1,47.8,43.6,48.4
2022-11-03 21:00:00,33.2,59.8,31.3,30.9,49.8,44.9,59.3,51.2,43.9,48.0
2022-11-03 22:00:00,22.8,40.1,21.7,21.6,38.2,34.3,43.2,39.9,32.2,36.4
2022-11-03 23:00:00,21.9,38.7,20.6,20.8,34.3,31.7,40.2,36.6,31.0,35.2
2022-11-04 00:00:00,21.5,38.1,20.4,20.4,34.0,32.1,40.5,35.9,31.4,35.2
2022-11-04 01:00:00,21.3,39.5,21.5,21.2,37.9,35.3,43.7,39.7,34.0,37.4
2022-11-04 02:00:00,22.2,40.5,22.4,21.8,36.1,33.3,42.3,37.6,34.5,38.5
2022-11-04 03:00:00,20.5,37.7,21.6,21.0,33.9,31.3,39.2,35.6,31.7,35.6
2022-11-04 04:00:00,20.5,37.1,20.1,19.7,32.2,29.9,37.6,33.7,29.1,32.6
2022-11-04 05:00:00,18.0,32.6,17.3,17.2,29.8,27.4,33.4,30.3,26.4,29.8
2022-11-04 06:00:00,18.2,33.7,18.2,17.9,31.0,28.2,35.1,31.5,27.7,30.2
2022-11-04 07:00:00,17.4,32.4,18.5,18.5,30.7,28.3,35.4,31.3,29.4,32.8
2022-11-04 08:00:00,17.4,32.9,19.0,18.2,28.7,27.1,34.4,29.5,29.8,32.1
2022-11-04 09:00:00,18.6,35.3,19.4,19.3,29.7,28.1,35.7,30.6,29.0,31.7
2022-11-04 10:00:00,19.8,36.8,18.9,19.3,30.9,30.0,37.4,31.4,28.6,31.5
2022-11-04 11:00:00,18.0,34.2,16.6,17.1,27.2,25.9,32.8,26.2,24.5,27.2
2022-11-04 12:00:00,9.01,20.3,8.86,10.1,17.7,16.7,22.7,15.6,15.5,15.7
2022-11-04 13:00:00,8.60,18.5,7.75,8.80,16.3,15.6,21.7,13.9,13.0,13.7
2022-11-04 14:00:00,7.91,17.3,7.28,8.18,14.7,15.1,19.1,12.4,12.2,13.6
2022-11-04 15:00:00,7.92,16.5,7.59,8.27,15.0,14.8,19.8,12.4,12.3,13.9
2022-11-04 16:00:00,8.05,16.4,7.51,7.95,14.2,13.6,18.1,11.8,11.8,13.6
2022-11-04 17:00:00,8.09,16.5,7.51,7.94,14.8,14.3,18.4,12.1,11.9,13.4
2022-11-04 18:00:00,8.81,17.9,8.13,8.58,15.5,14.7,20.8,12.7,12.4,14.1
2022-11-04 19:00:00,9.21,18.9,8.50,9.20,15.7,14.7,21.7,12.6,13.1,14.8
2022-11-04 20:00:00,9.47,19.0,10.0,10.5,16.6,15.6,25.4,13.2,13.7,15.6
2022-11-04 21:00:00,10.2,20.7,10.7,11.2,17.1,16.2,23.0,14.2,15.1,17.0
2022-11-04 22:00:00,9.98,21.0,9.34,10.1,15.6,14.5,20.0,12.8,14.3,16.2
2022-11-04 23:00:00,9.84,19.7,9.75,9.86,15.4,14.0,18.7,12.9,14.8,16.7
2022-11-05 00:00:00,9.55,19.1,9.25,9.85,15.6,14.8,18.0,13.2,14.4,16.3
2022-11-05 01:00:00,8.76,17.6,8.20,8.75,14.8,13.6,17.1,12.1,12.9,14.9
2022-11-05 02:00:00,8.50,17.3,8.22,9.07,14.7,13.5,17.3,12.6,13.4,15.6
2022-11-05 03:00:00,8.29,16.7,7.74,8.27,14.2,13.0,16.1,12.3,12.8,14.7
2022-11-05 04:00:00,6.50,13.3,6.26,6.82,11.0,10.3,12.5,9.02,9.80,11.5
2022-11-05 05:00:00,4.92,9.83,4.53,5.17,8.35,7.87,9.94,6.92,7.46,8.82
2022-11-05 06:00:00,4.08,8.28,3.95,4.28,6.97,6.53,8.27,5.64,6.56,7.45
2022-11-05 07:00:00,3.49,7.37,3.19,3.78,6.30,5.85,7.24,4.92,5.58,6.35
2022-11-05 08:00:00,2.87,6.28,2.62,3.05,5.39,5.01,6.93,4.02,4.55,5.11
2022-11-05 09:00:00,2.35,5.83,2.28,2.70,4.87,4.43,5.69,3.58,4.12,4.88
2022-11-05 10:00:00,2.26,5.16,2.05,2.49,4.27,4.11,5.11,3.33,3.75,4.56
2022-11-05 11:00:00,2.10,4.43,1.82,2.27,4.17,4.03,5.66,3.24,3.49,3.86
2022-11-05 12:00:00,1.95,4.26,1.70,2.18,4.28,4.72,6.17,3.29,3.56,4.08
2022-11-05 13:00:00,1.93,4.16,1.95,2.16,4.45,4.95,7.32,3.26,3.37,3.97
2022-11-05 14:00:00,1.85,4.27,2.05,2.39,4.41,5.08,7.60,3.32,4.27,5.01
2022-11-05 15:00:00,1.53,3.67,1.39,1.83,3.80,3.98,5.72,2.86,2.93,3.68
2022-11-05 16:00:00,1.16,2.98,0.999,1.27,3.28,3.60,4.94,1.85,2.14,2.54
2022-11-05 17:00:00,0.660,2.10,0.580,0.760,2.38,2.52,3.72,1.34,1.20,1.43
2022-11-05 18:00:00,0.513,1.57,0.570,0.539,2.36,2.98,4.85,1.42,1.95,2.42
2022-11-05 19:00:00,0.587,1.45,0.570,0.839,2.88,2.48,3.28,2.21,1.53,1.76
2022-11-05 20:00:00,0.559,1.48,0.822,1.02,3.27,2.65,3.22,2.40,0.961,1.24
2022-11-05 21:00:00,0.807,2.05,0.590,1.04,3.12,2.64,3.33,2.41,1.57,1.53
2022-11-05 22:00:00,0.651,1.77,0.590,0.945,2.55,2.43,3.01,1.62,1.61,1.98
2022-11-05 23:00:00,0.495,1.02,0.377,0.512,1.33,1.05,2.09,0.686,0.973,1.46
2022-11-06 00:00:00,0.0367,0.583,0.0193,0.345,0.722,0.829,0.830,0.168,0.475,0.774
2022-11-06 01:00:00,0.504,1.43,0.445,0.636,1.20,0.980,1.72,0.840,1.23,1.11
2022-11-06 01:00:00,1.40,3.23,1.29,1.60,2.52,2.26,3.43,1.95,2.54,2.60
2022-11-06 02:00:00,2.01,4.07,1.79,2.12,3.33,2.95,4.17,2.48,3.02,3.19
2022-11-06 03:00:00,2.21,5.03,2.20,2.36,3.69,3.23,4.56,2.83,3.42,3.68
2022-11-06 04:00:00,2.16,4.73,1.97,2.26,3.25,2.77,3.96,2.37,3.24,3.73
2022-11-06 05:00:00,1.14,2.47,0.826,1.000,1.60,1.31,1.97,0.895,1.52,1.60
2022-11-06 06:00:00,0.0275,0.267,0.00967,0.150,0.152,0.0658,0.251,0,0.316,0.158
2022-11-06 07:00:00,0,0.0167,0,0.00930,0.0633,0,0.0157,0,0.329,0.0143
2022-11-06 08:00:00,0,0.0333,0,0,0.0633,0.0658,0.345,0,0.280,0.0860
2022-11-06 09:00:00,0,0,0,0,0,0,0.0157,0,0.158,0.0430
2022-11-06 10:00:00,0,0,0,0,0,0,0.0157,0,0.134,0
2022-11-06 11:00:00,0,0,0,0,0,0,0.0157,0,0,0
2022-11-06 12:00:00,0,0.0333,0,0,0.0633,0.0790,0.282,0,0.0973,0.115
2022-11-06 13:00:00,0,0.750,0,0.0883,0.747,0.922,1.66,0.322,0.365,0.645
2022-11-06 14:00:00,0.550,1.79,0.435,0.654,1.64,2.00,3.46,0.938,1.01,1.43
2022-11-06 15:00:00,1.35,3.10,0.918,1.34,2.44,2.75,4.37,1.89,2.29,2.83
2022-11-06 16:00:00,1.89,4.11,1.35,1.70,3.21,3.48,4.99,2.51,2.81,3.46
2022-11-06 17:00:00,1.13,2.56,1.34,1.62,1.48,1.74,2.83,1.04,1.30,1.82
2022-11-06 18:00:00,1.46,2.39,1.23,1.21,1.40,1.42,1.92,0.882,0.998,1.16
2022-11-06 19:00:00,1.05,2.37,1.43,1.34,1.75,1.70,2.62,1.09,1.45,1.73
2022-11-06 20:00:00,1.14,2.65,1.30,1.24,1.68,1.61,2.56,0.938,1.45,1.68
2022-11-06 21:00:00,1.10,2.20,1.29,1.39,1.69,1.88,2.73,0.994,1.66,1.79
2022-11-06 22:00:00,0.935,1.97,1.16,1.29,1.91,1.71,2.69,1.05,1.69,1.74
2022-11-06 23:00:00,0.550,1.63,0.677,0.936,1.28,1.38,1.97,0.854,1.46,1.53
2022-11-07 00:00:00,1.16,2.56,1.38,1.64,1.92,1.84,2.77,1.20,2.45,2.68
2022-11-07 01:00:00,1.59,3.48,1.74,2.07,2.44,2.42,3.35,1.71,2.88,3.35
2022-11-07 02:00:00,1.18,2.78,1.44,1.87,2.53,2.44,3.48,1.91,2.85,3.13
2022-11-07 03:00:00,1.43,3.48,1.59,1.94,2.91,2.67,3.66,2.13,3.01,3.28
2022-11-07 04:00:00,1.64,3.47,1.44,1.97,2.91,2.47,3.71,1.96,2.77,3.08
2022-11-07 05:00:00,1.61,3.52,1.45,1.87,2.92,2.65,3.74,2.20,2.87,3.13
2022-11-07 06:00:00,1.21,2.82,1.24,1.55,2.28,2.13,2.94,1.53,2.34,2.64
2022-11-07 07:00:00,0.990,2.29,1.04,1.46,2.06,1.82,2.54,1.24,2.36,2.30
2022-11-07 08:00:00,1.42,3.08,1.38,1.71,2.49,2.32,3.16,1.68,2.58,2.55
2022-11-07 09:00:00,1.04,2.32,1.01,1.37,1.89,1.64,2.20,1.20,1.92,2.14
2022-11-07 10:00:00,0.266,0.900,0.387,0.512,0.595,0.711,0.909,0.112,0.706,0.874
2022-11-07 11:00:00,0,0.500,0.0290,0.300,0.273,0.184,0.345,0,0.341,0.473
2022-11-07 12:00:00,0.0550,0.600,0.0580,0.327,0.203,0.145,0.674,0.0700,0.450,0.487
2022-11-07 13:00:00,0.578,1.69,0.580,0.989,1.43,1.20,1.75,0.728,1.36,1.49
2022-11-07 14:00:00,1.04,2.26,0.860,1.25,1.95,1.85,2.44,1.14,1.66,2.10
2022-11-07 15:00:00,1.64,3.53,1.63,1.71,2.91,2.68,3.60,1.88,2.75,3.11
2022-11-07 16:00:00,1.56,3.14,1.46,1.68,2.63,2.67,3.31,1.72,2.70,3.17
2022-11-07 17:00:00,1.13,2.87,1.12,1.49,2.29,2.21,2.87,1.37,2.31,2.92
2022-11-07 18:00:00,1.09,1.94,1.03,1.31,1.53,1.39,2.04,0.882,1.79,2.01
2022-11-07 19:00:00,0.541,1.07,0.580,0.648,1.27,0.816,1.07,0.462,0.925,0.958
2022-11-07 20:00:00,0.770,1.20,0.815,1.07,1.80,0.935,1.95,1.11,0.961,1.43
2022-11-07 21:00:00,0.843,1.95,1.44,1.54,1.77,1.64,2.47,1.69,1.63,1.97
2022-11-07 22:00:00,0.953,1.73,1.22,1.44,1.42,1.29,1.91,0.954,1.47,1.99
2022-11-07 23:00:00,0.898,1.97,1.000,1.26,1.55,1.34,1.86,0.868,1.47,1.89
2022-11-08 00:00:00,1.02,1.95,0.657,1.22,1.77,1.55,1.91,0.924,1.59,1.84
2022-11-08 01:00:00,1.07,2.07,0.899,1.37,2.07,2.19,2.44,1.29,2.09,2.38
2022-11-08 02:00:00,0.715,1.35,0.628,0.844,1.27,1.24,1.36,0.910,1.34,1.69
2022-11-08 03:00:00,0.193,0.667,0.135,0.327,0.583,0.421,0.721,0.0140,0.438,0.874
2022-11-08 04:00:00,0,0.0500,0,0.0883,0.0633,0.0263,1.36,0,0.122,0.301
2022-11-08 05:00:00,0,0.0167,0,0.0707,0.203,0.0922,0.602,0,0.377,0.631
2022-11-08 06:00:00,0.00917,0.0500,0,0.0707,0.646,0.537,0.611,0,0.693,1.02
2022-11-08 07:00:00,0,0.467,0,0.283,0.557,0.632,0.517,0.0140,1.33,1.10
2022-11-08 08:00:00,0.147,0.983,0.329,0.548,0.735,1.12,1.13,0.224,1.98,1.55
2022-11-08 09:00:00,0.376,0.867,0.396,0.618,1.23,1.40,1.11,0.770,2.39,1.99
2022-11-08 10:00:00,0,0.233,0.00967,0.256,0.722,0.843,0.830,0.112,4.67,1.63
2022-11-08 11:00:00,0,0.0167,0,0.0795,0.253,0.171,0.584,0.0420,2.36,0.903
2022-11-08 12:00:00,0,0,0,0.124,0.127,0.0263,0.0157,0,1.67,0.874
2022-11-08 13:00:00,0,0,0,0.144,0.266,0.184,0.188,0,2.87,1.39
2022-11-08 14:00:00,0,0,0.0193,0.150,0.650,0.329,0.407,0.0280,3.81,1.66
2022-11-08 15:00:00,0,0,0,0,0.583,0.677,0.904,0.168,2.41,1.23
2022-11-08 16:00:00,0.0458,0.100,0.116,0.177,1.19,1.17,1.82,0.602,6.41,2.57
2022-11-08 17:00:00,0.458,0.917,0.0677,0.468,1.81,1.75,2.70,0.999,2.94,3.60
2022-11-08 18:00:00,0.834,1.77,0.342,1.45,1.74,1.42,1.49,0.863,3.63,4.24
2022-11-08 19:00:00,1.25,2.24,3.59,4.13,1.97,1.56,1.83,1.32,3.04,4.41
2022-11-08 20:00:00,1.82,3.25,4.20,5.35,2.92,2.53,2.55,1.92,3.98,5.66
2022-11-08 21:00:00,1.82,2.50,2.38,3.17,2.43,2.30,2.03,1.51,3.90,5.28
2022-11-08 22:00:00,1.06,1.92,0.580,1.01,2.52,2.25,1.50,1.95,1.96,2.77
2022-11-08 23:00:00,2.08,2.73,0.746,1.21,2.37,2.34,1.82,1.48,1.32,1.98
2022-11-09 00:00:00,0.183,0.0667,0,0.0177,2.22,1.98,2.23,1.38,0.706,1.20
2022-11-09 01:00:00,0,0,0,0,0.329,0.105,0.329,0,0.402,0.846
2022-11-09 02:00:00,0,0,0,0,0.0127,0,0,0,0.365,0.731
2022-11-09 03:00:00,0,0,0,0,0,0,0,0,0.402,0.616
2022-11-09 04:00:00,0,0,0,0,0,0,0,0,0.402,0.602
2022-11-09 05:00:00,0,0,0,0,0.0127,0,0,0,0.438,0.731
2022-11-09 06:00:00,0,0,0,0,0,0,0.0313,0,0.487,0.803
2022-11-09 07:00:00,0,0,0,0.0442,0.215,0.316,0.251,0,0.572,0.831
2022-11-09 08:00:00,0.275,0.367,0.0761,0.345,0.773,0.829,0.752,0.252,1.03,1.53
2022-11-09 09:00:00,0.486,0.833,0.0885,0.468,0.798,1.03,1.05,0.588,0.998,1.42
2022-11-09 10:00:00,0.147,0.417,0.0193,0.309,1.00,0.787,0.956,0.420,1.12,1.58
2022-11-09 11:00:00,0.0275,1,0.0483,0.433,1.42,1.08,1.60,1.06,1.71,1.63
2022-11-09 12:00:00,0.275,1,0.193,0.512,1.77,1.32,2.30,1.21,2.20,1.86
2022-11-09 13:00:00,0.468,1.43,0.528,0.782,2.98,2.25,3.55,2.31,2.53,2.02
2022-11-09 14:00:00,1.19,2.98,1.07,1.43,3.74,3.43,4.40,2.81,2.41,2.87
2022-11-09 15:00:00,1.80,4.02,1.66,1.91,4.01,4.06,6.07,2.92,3.07,3.65
2022-11-09 16:00:00,2.32,4.81,2.21,2.53,6.00,4.97,6.80,5.29,7.30,5.59
2022-11-09 17:00:00,2.84,6.04,2.57,3.10,6.33,5.40,7.95,4.93,6.06,7.00
2022-11-09 18:00:00,2.52,6.07,2.71,3.39,6.04,4.86,6.46,5.05,4.84,6.07
2022-11-09 19:00:00,3.17,7.23,5.28,5.86,5.67,4.68,6.29,4.60,4.82,6.28
2022-11-09 20:00:00,4.19,9.28,4.91,5.85,7.52,6.58,8.05,6.28,5.36,7.77
2022-11-09 21:00:00,3.98,7.11,2.99,3.41,6.75,6.62,6.19,5.61,7.01,6.03
2022-11-09 22:00:00,3.31,6.62,2.76,3.59,5.91,6.13,8.31,4.33,5.80,6.25
2022-11-09 23:00:00,3.03,6.05,4.59,4.57,3.85,3.47,5.08,2.51,2.96,3.44
2022-11-10 00:00:00,3.80,7.57,4.88,5.67,4.00,3.46,4.85,2.99,3.92,4.45
2022-11-10 01:00:00,4.10,8.11,4.36,5.19,3.77,3.16,4.31,2.59,4.10,4.75
2022-11-10 02:00:00,2.76,5.88,2.79,3.05,3.65,3.06,4.25,2.65,3.94,4.54
2022-11-10 03:00:00,1.60,3.72,1.23,1.57,2.24,1.93,2.72,1.40,2.30,2.49
2022-11-10 04:00:00,1.09,2.72,0.938,1.25,2.16,1.82,2.64,1.24,1.71,2.34
2022-11-10 05:00:00,1.46,3.26,1.19,1.60,2.61,2.29,3.13,1.72,2.11,2.51
2022-11-10 06:00:00,1.67,3.88,1.36,1.75,2.68,2.44,3.49,1.78,2.48,3.04
2022-11-10 07:00:00,1.62,4.45,1.62,1.83,3.03,2.65,3.76,2.11,2.72,2.93
2022-11-10 08:00:00,2.18,5.22,2.29,2.53,4.01,3.35,4.72,2.73,3.38,3.93
2022-11-10 09:00:00,2.57,5.33,2.37,2.81,4.18,3.86,5.35,3.25,3.92,4.43
2022-11-10 10:00:00,3.13,6.52,2.82,3.19,5.29,4.78,6.92,3.96,4.85,5.76
2022-11-10 11:00:00,3.55,7.95,3.27,3.90,6.35,6.06,8.51,4.98,5.63,6.16
2022-11-10 12:00:00,5.94,12.6,5.45,6.43,10.1,9.75,13.4,8.82,9.26,10.4
2022-11-10 13:00:00,7.21,15.7,6.94,7.76,13.2,12.7,16.7,11.5,11.3,12.5
2022-11-10 14:00:00,7.45,15.8,7.29,7.78,13.4,12.5,16.8,11.7,11.1,12.8
2022-11-10 15:00:00,7.85,16.9,6.71,7.37,12.8,12.4,16.2,10.8,10.7,12.4
2022-11-10 16:00:00,7.16,15.0,6.63,7.24,12.6,12.0,16.3,10.6,10.5,12.0
2022-11-10 17:00:00,6.46,13.5,5.85,6.47,11.2,10.5,14.9,9.35,9.48,10.7
2022-11-10 18:00:00,6.19,12.9,5.58,6.24,10.7,10.2,14.5,8.55,8.80,10.2
2022-11-10 19:00:00,6.86,15.0,7.03,7.37,11.1,10.6,14.9,9.06,9.71,11.3
2022-11-10 20:00:00,7.51,16.1,8.21,8.54,11.0,10.6,16.2,8.87,10.3,12.1
2022-11-10 21:00:00,6.57,14.4,7.80,7.98,8.82,8.59,12.8,7.21,8.73,10.6
2022-11-10 22:00:00,5.29,11.8,5.59,5.92,7.40,7.17,11.4,5.62,8.24,9.64
2022-11-10 23:00:00,2.63,5.88,2.58,2.79,4.31,3.89,5.41,3.07,4.35,5.06
2022-11-11 00:00:00,2.18,4.66,2.03,2.34,3.61,3.26,4.24,2.54,3.34,3.93
2022-11-11 01:00:00,2.20,4.75,1.92,2.37,3.69,3.26,4.20,2.67,3.40,4.20
2022-11-11 02:00:00,1.95,4.31,1.58,1.95,3.14,2.82,3.89,2.25,2.61,3.05
2022-11-11 03:00:00,1.62,3.73,1.19,1.55,2.37,2.06,2.68,1.60,2.10,2.51
2022-11-11 04:00:00,1.30,3.17,1.07,1.32,2.12,1.69,2.46,1.23,1.74,1.94
2022-11-11 05:00:00,1.07,2.81,1.06,1.18,1.96,1.72,2.35,1.13,1.82,2.10
2022-11-11 06:00:00,1.09,2.37,0.880,1.34,2.14,1.72,2.67,1.22,1.78,2.11
2022-11-11 07:00:00,1.71,4.16,1.67,2.13,2.53,2.79,3.48,1.75,2.98,2.60
2022-11-11 08:00:00,1.99,4.90,2.15,2.66,4.18,4.56,4.72,3.53,5.81,4.00
2022-11-11 09:00:00,2.58,6.53,2.78,3.74,7.00,6.44,7.46,5.80,8.72,7.68
2022-11-11 10:00:00,3.01,7.20,3.18,3.95,6.80,6.84,7.83,5.30,7.72,7.06
2022-11-11 11:00:00,2.83,6.20,2.45,3.04,7.04,6.01,7.64,6.08,7.96,8.57
2022-11-11 12:00:00,2.08,5.25,2.11,2.45,5.80,4.75,6.42,4.86,5.55,6.48
2022-11-11 13:00:00,2.82,6.52,3.07,3.49,6.69,5.89,6.90,5.20,8.16,7.76
2022-11-11 14:00:00,5.82,11.9,6.64,7.66,12.4,10.6,13.9,11.0,11.7,12.8
2022-11-11 15:00:00,5.75,10.9,5.31,6.10,10.9,9.38,11.4,8.91,10.9,11.5
2022-11-11 16:00:00,3.22,6.24,3.36,3.91,6.23,5.36,6.66,4.71,7.20,7.14
2022-11-11 17:00:00,3.47,7.16,4.06,4.54,7.36,6.61,8.03,5.93,9.29,8.85
2022-11-11 18:00:00,8.47,16.9,9.52,10.1,16.9,14.6,17.2,14.6,16.3,15.5
2022-11-11 19:00:00,10.1,19.2,11.3,11.9,19.2,15.8,18.5,17.1,16.6,17.6
2022-11-11 20:00:00,14.7,27.4,14.7,15.2,25.7,22.8,28.9,25.4,21.5,24.3
2022-11-11 21:00:00,16.2,30.1,16.5,16.5,26.4,23.3,29.9,25.8,23.2,26.1
2022-11-11 22:00:00,8.63,16.4,8.76,9.64,17.0,14.3,18.5,14.8,13.0,14.5
2022-11-11 23:00:00,5.74,10.6,5.68,6.22,11.1,9.50,12.2,9.16,8.45,9.32
2022-11-12 00:00:00,11.1,21.9,10.9,11.8,18.9,18.2,23.2,17.7,17.2,19.1
2022-11-12 01:00:00,14.3,27.6,13.8,14.9,22.4,21.8,27.7,21.0,20.8,22.9
2022-11-12 02:00:00,7.95,15.5,7.90,8.85,14.1,13.2,17.2,12.6,13.1,14.9
2022-11-12 03:00:00,4.59,8.91,4.73,5.31,7.99,7.53,9.74,6.87,7.74,8.61
2022-11-12 04:00:00,0.220,0.667,0.280,0.610,0.748,0.566,0.963,0.238,0.720,0.882
2022-11-12 05:00:00,0.0367,0.467,0.0290,0.406,0.519,0.316,0.736,0.0420,0.462,0.731
2022-11-12 06:00:00,0,0.0167,0,0.0530,0.0253,0.0263,0.0470,0,0.134,0.315
2022-11-12 07:00:00,1.55,3.11,1.31,1.62,2.75,2.54,3.15,2.04,2.62,2.85
2022-11-12 08:00:00,2.86,5.32,2.47,2.95,4.68,4.26,5.40,3.69,4.02,4.58
2022-11-12 09:00:00,1.96,3.65,1.73,1.97,3.36,3.00,3.85,2.53,3.05,3.35
2022-11-12 10:00:00,1.44,3.32,1.12,1.42,2.62,2.34,3.12,1.91,2.44,2.36
2022-11-12 11:00:00,0.779,2.10,0.783,0.928,1.44,1.62,2.31,1.10,1.68,1.48
2022-11-12 12:00:00,0.0917,0.183,0.126,0.337,0.152,0.132,0.251,0.0980,0.195,0.158
2022-11-12 13:00:00,0,0,0.0580,0.291,0,0.0395,0.110,0,0.219,0.301
2022-11-12 14:00:00,0.0367,0.150,0.0290,0.271,0.0887,0.171,0.172,0.0420,0.243,0.287
2022-11-12 15:00:00,0.0642,0.400,0.232,0.468,0.139,0.263,0.658,0.0420,0.596,0.788
2022-11-12 16:00:00,0.101,0.500,0.507,0.676,0.697,0.592,0.877,0.294,0.584,0.803
2022-11-12 17:00:00,0.504,1,0.665,0.846,0.861,1.06,1.16,0.700,0.869,0.903
2022-11-12 18:00:00,1.25,2.14,1.25,1.67,1.87,1.77,2.23,1.81,2.12,2.61
2022-11-12 19:00:00,1.94,3.70,2.65,2.34,3.80,3.44,4.08,3.68,3.11,3.40
2022-11-12 20:00:00,2.76,5.10,2.67,2.97,4.82,4.85,5.53,4.56,4.00,4.40
2022-11-12 21:00:00,3.15,5.81,2.96,3.77,5.42,5.37,5.71,5.08,5.25,6.04
2022-11-12 22:00:00,3.13,6.00,2.77,3.56,5.40,5.61,6.18,5.38,5.16,5.59
2022-11-12 23:00:00,3.50,6.14,3.50,4.34,5.70,5.94,6.36,5.52,5.64,6.03
2022-11-13 00:00:00,1.03,1.94,1.76,2.30,1.70,1.72,1.73,1.28,2.21,2.21
2022-11-13 01:00:00,7.03,21.4,11.6,13.4,1.28,1.40,1.54,0.840,2.96,2.66
2022-11-13 02:00:00,0.743,1.47,0.696,1.30,1.11,2.02,1.24,0.896,1.66,2.05
2022-11-13 03:00:00,1.09,1.98,1.02,1.60,1.67,1.88,1.82,1.32,2.41,2.69
2022-11-13 04:00:00,1.01,2.02,1.06,1.57,2.16,2.44,2.19,1.89,2.69,3.34
2022-11-13 05:00:00,0.724,1.58,0.851,1.32,1.70,1.80,1.67,1.39,2.45,2.96
2022-11-13 06:00:00,0,0.0500,0.0193,0.353,0.152,0.0527,0.0783,0,0.633,0.688
2022-11-13 07:00:00,0,0.0333,0,0.194,0.190,0.408,0.204,0.0140,0.657,0.616
2022-11-13 08:00:00,0.0183,0.167,0.0290,0.468,0.583,0.711,0.658,0.308,0.852,0.975
2022-11-13 09:00:00,0.00917,0.0167,0.00967,0.0618,0.203,0.224,0.157,0.140,0.421,0.459
2022-11-13 10:00:00,0,0,0,0,0,0,0,0,0.0122,0.0287
2022-11-13 11:00:00,0,0,0,0.0530,0.0633,0,0,0,0.195,0.215
2022-11-13 12:00:00,0,0,0,0.194,0.367,0.158,0.0470,0.0980,0.256,0.502
2022-11-13 13:00:00,0.0275,0.0500,0.126,0.468,0.747,0.448,0.439,0.308,0.377,0.659
2022-11-13 14:00:00,0,0,0.0580,0.265,0.880,0.579,0.548,0.322,0.353,0.702
2022-11-13 15:00:00,0,0,0.0483,0.159,0.329,0.0922,0.0157,0.0560,0.0973,0.229
2022-11-13 16:00:00,0.0183,0.0667,0.0290,0.283,0.253,0.211,0.235,0.0700,0.170,0.244
2022-11-13 17:00:00,0.0275,0.0833,0.00967,0.439,0.684,0.329,0.188,0.0280,0.711,0.986
2022-11-13 18:00:00,0.382,0,0.203,0.557,0.735,0.540,0.282,0.280,0.535,0.616
2022-11-13 19:00:00,0.409,0.200,0.300,0.703,0.798,1.10,0.799,0.658,0.620,0.760
