"Time","CO2 {DeviceID=""AirSENCE-0322068B40233"", name=""Pollutant""}","CO2 {DeviceID=""AirSENCE-032206C140232"", name=""Pollutant""}","CO2 {DeviceID=""AirSENCE-0322223F40230"", name=""Pollutant""}","CO2 {DeviceID=""AirSENCE-032223EF40231"", name=""Pollutant""}","CO2 {DeviceID=""AirSENCE-1021C53740216"", name=""Pollutant""}","CO2 {DeviceID=""AirSENCE-1021C65A40214"", name=""Pollutant""}","CO2 {DeviceID=""AirSENCE-1021C6C640218"", name=""Pollutant""}"
2022-11-09 23:00:00,542,494,539,528,460,473,472
2022-11-10 00:00:00,560,504,548,539,455,475,472
2022-11-10 01:00:00,560,506,518,519,451,473,472
2022-11-10 02:00:00,528,479,473,463,450,473,472
2022-11-10 03:00:00,502,452,461,451,443,465,472
2022-11-10 04:00:00,487,443,461,449,440,464,472
2022-11-10 05:00:00,497,452,470,457,444,467,472
2022-11-10 06:00:00,519,469,470,457,449,470,472
2022-11-10 07:00:00,524,473,475,460,451,472,472
2022-11-10 08:00:00,515,475,492,461,455,477,472
2022-11-10 09:00:00,519,462,495,464,463,485,472
2022-11-10 10:00:00,507,450,484,455,460,480,472
2022-11-10 11:00:00,495,441,473,450,459,476,472
2022-11-10 12:00:00,492,439,470,446,459,473,472
2022-11-10 13:00:00,485,437,468,443,459,472,472
2022-11-10 14:00:00,488,437,468,448,457,473,472
2022-11-10 15:00:00,491,438,469,446,457,472,472
2022-11-10 16:00:00,496,442,475,447,463,477,472
2022-11-10 17:00:00,499,445,474,449,455,474,472
2022-11-10 18:00:00,505,450,480,448,456,476,472
2022-11-10 19:00:00,509,479,483,454,459,479,472
2022-11-10 20:00:00,517,491,491,462,460,479,472
2022-11-10 21:00:00,518,490,488,464,450,474,472
2022-11-10 22:00:00,505,473,481,460,450,473,472
2022-11-10 23:00:00,487,444,462,445,443,469,472
2022-11-11 00:00:00,482,437,458,444,441,469,472
2022-11-11 01:00:00,484,436,459,445,440,469,472
2022-11-11 02:00:00,485,436,456,444,439,469,472
2022-11-11 03:00:00,493,447,453,443,437,464,472
2022-11-11 04:00:00,495,447,454,441,433,463,472
2022-11-11 05:00:00,478,433,457,441,433,462,472
2022-11-11 06:00:00,480,435,455,445,439,468,472
2022-11-11 07:00:00,510,462,474,474,456,481,472
2022-11-11 08:00:00,519,479,497,501,476,517,472
2022-11-11 09:00:00,526,472,501,511,495,534,472
2022-11-11 10:00:00,514,475,491,493,487,523,472
2022-11-11 11:00:00,515,453,482,477,475,517,472
2022-11-11 12:00:00,499,446,471,472,464,501,472
2022-11-11 13:00:00,503,451,492,487,464,500,472
2022-11-11 14:00:00,533,454,503,507,478,513,472
2022-11-11 15:00:00,532,457,493,497,474,510,472
2022-11-11 16:00:00,536,440,480,494,463,499,472
2022-11-11 17:00:00,527,449,486,514,461,504,472
2022-11-11 18:00:00,547,469,512,515,475,525,472
2022-11-11 19:00:00,545,454,510,512,476,528,472
2022-11-11 20:00:00,551,469,527,513,510,541,472
2022-11-11 21:00:00,558,465,527,505,508,531,472
2022-11-11 22:00:00,527,448,494,477,479,507,472
2022-11-11 23:00:00,525,446,497,479,480,506,472
2022-11-12 00:00:00,504,436,473,461,457,486,472
2022-11-12 01:00:00,498,431,467,456,455,483,472
2022-11-12 02:00:00,488,431,460,453,451,478,472
2022-11-12 03:00:00,486,430,458,449,447,474,472
2022-11-12 04:00:00,479,422,449,443,440,466,472
2022-11-12 05:00:00,482,427,453,445,443,469,472
2022-11-12 06:00:00,481,426,454,446,444,468,472
2022-11-12 07:00:00,488,430,458,452,447,470,472
2022-11-12 08:00:00,489,433,464,452,452,475,472
2022-11-12 09:00:00,485,432,466,448,448,471,472
2022-11-12 10:00:00,486,430,470,449,446,469,472
2022-11-12 11:00:00,486,430,475,449,445,466,472
2022-11-12 12:00:00,483,425,475,455,444,466,472
2022-11-12 13:00:00,481,424,470,456,443,463,472
2022-11-12 14:00:00,484,423,472,454,443,463,472
2022-11-12 15:00:00,485,426,471,454,446,465,472
2022-11-12 16:00:00,488,422,473,461,447,465,472
2022-11-12 17:00:00,489,428,477,463,447,467,472
2022-11-12 18:00:00,496,432,482,463,458,474,472
2022-11-12 19:00:00,504,437,485,456,464,484,472
2022-11-12 20:00:00,504,440,480,455,465,485,472
2022-11-12 21:00:00,503,439,475,457,464,482,472
2022-11-12 22:00:00,500,440,472,454,461,480,472
2022-11-12 23:00:00,498,437,470,456,460,476,472
2022-11-13 00:00:00,494,435,467,458,454,469,472
2022-11-13 01:00:00,493,434,461,456,452,467,472
2022-11-13 02:00:00,489,433,459,450,450,464,472
2022-11-13 03:00:00,487,432,457,449,450,466,472
2022-11-13 04:00:00,485,432,456,447,450,466,472
2022-11-13 05:00:00,485,432,455,446,449,464,472
2022-11-13 06:00:00,485,431,455,445,448,464,472
2022-11-13 07:00:00,490,435,455,448,453,467,472
2022-11-13 08:00:00,490,434,458,448,457,468,472
2022-11-13 09:00:00,492,435,460,451,454,467,472
2022-11-13 10:00:00,484,431,457,446,452,464,472
2022-11-13 11:00:00,487,433,463,455,449,462,472
2022-11-13 12:00:00,484,431,465,452,448,460,472
2022-11-13 13:00:00,486,427,466,451,448,462,472
2022-11-13 14:00:00,482,424,463,452,445,458,472
2022-11-13 15:00:00,480,423,466,451,444,457,472
2022-11-13 16:00:00,481,426,462,448,443,453,472
2022-11-13 17:00:00,485,433,465,452,451,458,472
2022-11-13 18:00:00,493,430,471,464,449,459,472
2022-11-13 19:00:00,490,430,466,457,449,457,472
2022-11-13 20:00:00,494,432,465,455,451,459,472
2022-11-13 21:00:00,491,434,468,458,451,459,472
2022-11-13 22:00:00,491,437,464,456,451,459,472
2022-11-13 23:00:00,489,435,461,455,451,458,472
2022-11-14 00:00:00,489,438,462,453,452,460,472
2022-11-14 01:00:00,493,443,469,460,457,466,472
2022-11-14 02:00:00,496,441,467,460,455,464,472
2022-11-14 03:00:00,493,447,467,460,453,460,472
2022-11-14 04:00:00,506,447,468,462,459,467,472
2022-11-14 05:00:00,499,441,470,468,454,462,472
2022-11-14 06:00:00,493,436,465,456,453,459,472
2022-11-14 07:00:00,502,439,472,461,457,460,472
2022-11-14 08:00:00,511,449,490,476,466,466,472
2022-11-14 09:00:00,518,451,513,492,472,470,472
2022-11-14 10:00:00,506,447,485,473,465,468,472
2022-11-14 11:00:00,491,433,470,457,451,460,472
2022-11-14 12:00:00,488,435,467,458,449,459,472
2022-11-14 13:00:00,488,434,462,452,449,455,472
2022-11-14 14:00:00,489,430,462,457,447,454,472
2022-11-14 15:00:00,490,432,468,461,449,454,472
2022-11-14 16:00:00,500,442,476,476,451,459,472
2022-11-14 17:00:00,492,447,477,476,457,459,472
2022-11-14 18:00:00,492,451,478,482,471,466,472
2022-11-14 19:00:00,493,452,477,470,468,472,472
2022-11-14 20:00:00,496,450,474,471,461,472,472
2022-11-14 21:00:00,511,461,482,478,469,482,472
2022-11-14 22:00:00,521,467,485,481,472,480,472
2022-11-14 23:00:00,540,481,496,499,483,487,472
2022-11-15 00:00:00,538,482,492,488,490,494,472
2022-11-15 01:00:00,544,485,491,490,498,496,472
2022-11-15 02:00:00,547,484,498,496,492,495,472
2022-11-15 03:00:00,533,474,491,486,483,489,472
2022-11-15 04:00:00,522,465,479,472,470,480,472
2022-11-15 05:00:00,506,450,465,459,460,468,472
2022-11-15 06:00:00,508,450,463,458,460,469,472
2022-11-15 07:00:00,509,454,468,463,462,471,472
2022-11-15 08:00:00,507,449,472,472,462,472,472
2022-11-15 09:00:00,513,459,477,480,466,477,472
2022-11-15 10:00:00,507,455,477,478,467,478,472
2022-11-15 11:00:00,501,446,468,469,461,471,472
2022-11-15 12:00:00,498,443,468,468,459,469,472
2022-11-15 13:00:00,505,450,472,470,465,476,472
2022-11-15 14:00:00,506,455,475,477,464,475,472
2022-11-15 15:00:00,509,445,470,471,464,475,472
2022-11-15 16:00:00,522,445,471,479,466,477,472
2022-11-15 17:00:00,517,443,471,477,462,472,472
2022-11-15 18:00:00,511,441,467,466,459,469,472
2022-11-15 19:00:00,506,442,467,470,457,467,472
2022-11-15 20:00:00,495,438,461,460,456,466,472
2022-11-15 21:00:00,493,436,456,453,452,463,472
2022-11-15 22:00:00,496,436,460,455,454,465,472
2022-11-15 23:00:00,498,436,462,457,456,468,472
2022-11-16 00:00:00,499,435,461,455,456,468,472
2022-11-16 01:00:00,500,436,460,453,457,469,472
2022-11-16 02:00:00,498,432,459,451,455,467,472
2022-11-16 03:00:00,499,436,459,451,456,467,472
2022-11-16 04:00:00,499,438,462,453,456,467,472
2022-11-16 05:00:00,502,439,463,456,456,467,472
2022-11-16 06:00:00,505,440,462,456,459,469,472
2022-11-16 07:00:00,510,448,470,467,462,476,472
2022-11-16 08:00:00,524,469,485,478,468,489,472
2022-11-16 09:00:00,528,482,494,487,493,489,472
2022-11-16 10:00:00,524,484,503,495,498,491,472
2022-11-16 11:00:00,529,467,500,506,495,493,472
2022-11-16 12:00:00,538,471,509,500,492,492,472
2022-11-16 13:00:00,536,468,516,508,494,495,472
2022-11-16 14:00:00,520,451,493,485,473,475,472
2022-11-16 15:00:00,512,449,494,482,467,469,472
2022-11-16 16:00:00,521,445,491,495,470,471,472
2022-11-16 17:00:00,527,465,511,504,484,480,472
2022-11-16 18:00:00,536,479,530,512,508,499,472
2022-11-16 19:00:00,564,510,543,547,493,507,472
2022-11-16 20:00:00,586,539,569,553,551,551,472
2022-11-16 21:00:00,633,587,581,562,540,544,472
2022-11-16 22:00:00,568,495,564,562,519,514,472
2022-11-16 23:00:00,534,468,502,498,486,485,472
2022-11-17 00:00:00,513,453,485,479,470,469,472
2022-11-17 01:00:00,511,451,476,470,467,469,472
2022-11-17 02:00:00,506,447,472,464,461,466,472
2022-11-17 03:00:00,514,453,476,469,466,472,472
2022-11-17 04:00:00,519,457,485,479,472,476,472
2022-11-17 05:00:00,527,463,486,483,477,482,472
2022-11-17 06:00:00,505,444,467,461,456,459,472
2022-11-17 07:00:00,500,438,470,458,452,453,472
2022-11-17 08:00:00,508,440,481,468,455,454,472
2022-11-17 09:00:00,508,441,483,468,454,452,472
2022-11-17 10:00:00,498,437,477,463,453,451,472
2022-11-17 11:00:00,494,435,474,460,449,450,472
2022-11-17 12:00:00,490,436,470,456,447,449,472
2022-11-17 13:00:00,489,431,470,458,445,447,472
2022-11-17 14:00:00,487,432,468,458,445,448,472
2022-11-17 15:00:00,487,429,469,460,445,448,472
2022-11-17 16:00:00,499,434,480,476,451,452,472
2022-11-17 17:00:00,511,442,491,486,461,459,472
2022-11-17 18:00:00,516,446,496,474,461,467,472
2022-11-17 19:00:00,519,444,478,457,461,470,472
2022-11-17 20:00:00,510,445,482,461,463,468,472
2022-11-17 21:00:00,515,457,479,461,469,473,472
2022-11-17 22:00:00,508,447,472,457,460,466,472
2022-11-17 23:00:00,506,444,471,456,458,465,472
2022-11-18 00:00:00,498,442,462,452,455,459,472
2022-11-18 01:00:00,491,436,456,449,448,453,472
2022-11-18 02:00:00,491,438,454,447,449,452,472
2022-11-18 03:00:00,490,436,455,449,447,450,472
2022-11-18 04:00:00,493,438,456,449,448,452,472
2022-11-18 05:00:00,494,438,459,451,449,451,472
2022-11-18 06:00:00,497,441,463,455,452,455,472
2022-11-18 07:00:00,501,443,472,457,456,458,472
2022-11-18 08:00:00,512,448,488,472,462,462,472
2022-11-18 09:00:00,514,448,494,471,464,465,472
2022-11-18 09:56:15,504,444,484,460,457,461,472

